,Genero,Casado,Age,Graduado,Profesion,Work_Experience,Spending_Score,Family_Size,Categoria_economica
1029,0,1,0.02544005811670838,1,1,1,1,2,0
1030,1,0,0.010849436549772691,1,1,1,1,6,0
1031,1,0,0.01533885857036829,1,1,6,1,1,1
1032,1,1,0.01309414756007049,1,3,0,0,4,0
1033,1,1,0.01533885857036829,1,4,9,2,2,1
1034,1,1,0.015712977072084588,0,3,3,0,5,1
1035,1,0,0.01496474006865199,1,4,0,1,2,0
1036,0,1,0.024317702611559484,1,1,0,1,2,1
1037,0,0,0.017957688082382385,1,6,1,1,1,1
1038,1,0,0.009352962542907493,0,3,0,1,3,0
1039,1,1,0.009352962542907493,1,1,8,1,2,0
1040,1,0,0.010849436549772691,0,4,1,1,3,1
1041,0,1,0.02693653212357358,0,4,7,2,3,1
1042,1,1,0.017957688082382385,1,1,0,0,2,1
1043,0,1,0.011971792054921592,1,1,8,1,3,0
1044,1,1,0.018331806584098685,1,1,0,1,1,1
1045,0,1,0.01496474006865199,1,1,0,2,3,0
1046,0,0,0.013842384563503089,1,2,0,1,3,0
1047,0,1,0.011971792054921592,1,5,4,0,2,1
1048,1,1,0.01346826606178679,0,3,7,0,4,0
1049,0,0,0.01346826606178679,1,1,1,1,1,1
1050,1,1,0.019080043587531285,1,1,8,1,3,0
1051,1,1,0.019080043587531285,1,4,1,2,4,1
1052,1,0,0.011597673553205292,0,1,3,1,2,0
1053,1,1,0.02544005811670838,0,4,4,2,2,0
1054,1,1,0.028058887628722478,1,0,1,1,1,0
1055,0,0,0.01459062156693569,1,8,0,1,1,0
1056,0,1,0.015712977072084588,1,1,2,2,2,1
1057,1,1,0.017957688082382385,1,3,0,2,4,0
1058,1,1,0.016835332577233488,1,1,1,2,2,1
1059,0,0,0.010849436549772691,1,8,0,1,4,0
1060,1,1,0.02469182111327578,1,1,1,0,2,1
1061,0,0,0.019828280590963886,1,1,0,1,2,0
1062,0,0,0.010849436549772691,1,1,12,1,1,0
1063,0,1,0.01346826606178679,1,1,1,2,2,1
1064,1,0,0.01309414756007049,1,1,1,1,2,0
1065,1,1,0.020950636096112786,1,1,4,1,1,1
1066,1,1,0.02506593961499208,0,1,1,1,1,1
1067,0,1,0.019080043587531285,1,1,0,1,1,1
1068,1,1,0.019080043587531285,0,1,1,1,3,0
1069,0,1,0.011597673553205292,1,4,1,1,1,0
1070,1,1,0.016087095573800888,0,3,1,0,3,0
1071,1,1,0.022072991601261683,0,3,7,2,5,1
1072,0,0,0.01309414756007049,1,6,4,1,1,0
1073,0,0,0.017957688082382385,1,4,9,1,2,0
1074,0,1,0.03030359863902028,0,6,0,0,2,1
1075,0,1,0.01346826606178679,0,2,14,2,2,0
1076,0,0,0.018705925085814985,1,6,1,1,1,1
1077,1,1,0.019080043587531285,1,1,1,1,2,1
1078,1,1,0.02469182111327578,1,0,0,0,3,0
1079,0,1,0.018705925085814985,1,1,1,1,1,0
1080,1,1,0.019454162089247586,0,4,1,2,4,1
1081,0,1,0.015712977072084588,1,2,0,1,1,1
1082,1,0,0.009727081044623793,1,5,8,1,2,0
1083,1,1,0.031051835642452875,1,0,0,1,2,1
1084,1,1,0.023195347106410583,1,3,0,0,2,1
1085,1,0,0.015712977072084588,1,1,8,1,1,0
1086,0,0,0.011971792054921592,0,7,0,1,4,0
1087,0,0,0.010475318048056393,0,7,0,1,5,0
1088,0,0,0.019828280590963886,1,6,1,1,2,0
1089,1,0,0.010849436549772691,1,2,3,1,3,0
1090,1,0,0.01346826606178679,1,1,6,1,3,1
1091,0,1,0.018705925085814985,1,6,1,1,2,0
1092,0,0,0.01496474006865199,1,2,1,1,1,1
1093,1,1,0.010101199546340093,1,8,2,2,2,0
1094,0,1,0.023195347106410583,1,1,4,2,7,0
1095,1,1,0.010849436549772691,1,8,2,2,2,1
1096,0,0,0.011597673553205292,0,2,6,1,2,0
1097,0,0,0.009727081044623793,1,1,1,1,5,0
1098,0,0,0.01234591055663789,0,8,1,1,3,1
1099,0,1,0.018705925085814985,1,4,0,2,4,1
1100,0,0,0.010849436549772691,1,1,14,1,2,1
1101,1,0,0.010849436549772691,0,6,0,1,5,0
1102,0,1,0.028058887628722478,1,0,2,0,4,1
1103,1,0,0.0071082515326096945,0,4,0,1,6,0
1104,0,0,0.015712977072084588,1,1,1,1,1,1
1105,0,1,0.010475318048056393,1,2,0,2,2,0
1106,1,1,0.016835332577233488,1,1,0,2,4,1
1107,1,0,0.01496474006865199,0,4,1,1,1,0
1108,1,0,0.015712977072084588,1,1,12,1,1,0
1109,1,1,0.010849436549772691,1,1,1,2,3,1
1110,0,1,0.02693653212357358,1,0,0,0,2,0
1111,0,1,0.014216503065219389,1,2,1,1,4,0
1112,1,1,0.016087095573800888,1,4,8,1,2,1
1113,1,1,0.032174191147601776,0,0,2,2,2,0
1114,0,1,0.019454162089247586,0,6,0,1,6,0
1115,1,1,0.021698873099545383,1,1,2,1,1,0
1116,1,1,0.01496474006865199,1,6,12,2,3,0
1117,0,1,0.02618829512014098,1,0,0,0,2,1
1118,1,1,0.01758356958066609,0,3,1,0,2,1
1119,1,1,0.021698873099545383,1,3,3,2,4,1
1120,1,1,0.01309414756007049,1,3,1,2,2,0
1121,1,0,0.010475318048056393,1,1,0,1,3,1
1122,0,0,0.01459062156693569,1,2,9,1,3,0
1123,1,0,0.016087095573800888,1,1,0,1,1,0
1124,0,0,0.019080043587531285,1,1,0,1,1,1
1125,0,1,0.01346826606178679,1,4,6,1,2,1
1126,1,1,0.014216503065219389,1,4,8,1,2,1
1127,0,0,0.011223555051488992,1,1,0,1,5,0
1128,0,0,0.01720945107894979,1,4,1,1,2,0
1129,1,1,0.016087095573800888,0,3,3,0,4,1
1130,1,1,0.02618829512014098,1,0,0,0,2,1
1131,0,1,0.01459062156693569,1,6,1,1,1,0
1132,0,0,0.01234591055663789,1,8,0,1,3,1
1133,0,1,0.02618829512014098,1,6,0,0,2,1
1134,0,0,0.02656241362185728,0,6,1,1,1,0
1135,1,1,0.010849436549772691,1,6,5,1,2,0
1136,1,1,0.028433006130438778,1,0,1,1,1,0
1137,0,0,0.01309414756007049,1,1,9,1,1,1
1138,1,1,0.022072991601261683,0,2,0,2,2,1
1139,0,1,0.028807124632155078,0,0,0,0,3,0
1140,1,1,0.03067771714073658,1,0,7,1,1,0
1141,1,1,0.01346826606178679,0,2,0,2,2,0
1142,1,1,0.022072991601261683,1,1,1,1,2,0
1143,0,0,0.013842384563503089,1,4,0,1,1,0
1144,0,0,0.010475318048056393,0,8,0,1,4,1
1145,1,0,0.010849436549772691,1,8,0,1,4,1
1146,1,0,0.016835332577233488,1,1,0,1,2,0
1147,0,0,0.016087095573800888,1,1,1,1,1,0
1148,1,1,0.02581417661842468,1,0,1,1,1,1
1149,1,1,0.014216503065219389,0,4,1,1,3,0
1150,0,0,0.013842384563503089,1,1,1,1,1,0
1151,1,1,0.010475318048056393,0,3,1,0,5,0
1152,0,1,0.027684769127006178,1,1,0,2,2,1
1153,0,0,0.011971792054921592,1,1,6,1,1,1
1154,0,1,0.016835332577233488,1,3,1,0,3,1
1155,1,1,0.019828280590963886,1,3,1,0,4,1
1156,1,0,0.016835332577233488,1,4,1,1,1,0
1157,1,1,0.01309414756007049,1,8,6,2,2,0
1158,0,0,0.011971792054921592,1,7,8,1,6,0
1159,0,0,0.009727081044623793,1,6,9,1,8,0
1160,1,1,0.02618829512014098,0,6,0,2,2,1
1161,0,1,0.01496474006865199,1,6,1,2,4,1
1162,1,0,0.01234591055663789,1,4,6,1,1,0
1163,0,1,0.009727081044623793,0,4,1,2,2,0
1164,0,1,0.01496474006865199,0,6,1,1,2,0
1165,0,0,0.010849436549772691,1,2,9,1,5,1
1166,1,1,0.01309414756007049,1,5,9,2,4,0
1167,0,1,0.01346826606178679,1,5,8,2,2,1
1168,0,1,0.018705925085814985,0,1,0,2,5,1
1169,0,0,0.011223555051488992,1,8,2,1,3,1
1170,1,1,0.02469182111327578,0,4,0,2,2,1
1171,1,1,0.010849436549772691,1,4,0,1,2,1
1172,0,1,0.016087095573800888,0,1,4,1,1,1
1173,0,1,0.015712977072084588,1,6,1,0,3,0
1174,0,0,0.01459062156693569,1,1,7,1,1,0
1175,0,0,0.01496474006865199,1,6,0,1,1,0
1176,0,1,0.01459062156693569,1,1,0,1,1,0
1177,0,1,0.01496474006865199,1,1,1,0,3,1
1178,0,1,0.02918124313387138,0,0,0,0,2,0
1179,0,1,0.016835332577233488,1,5,8,0,4,1
1180,0,0,0.011597673553205292,1,4,0,1,4,0
1181,1,0,0.011971792054921592,1,8,0,1,4,1
1182,1,1,0.010101199546340093,0,4,6,1,4,0
1183,1,1,0.022072991601261683,0,6,1,1,2,0
1184,0,1,0.01346826606178679,1,4,7,2,2,1
1185,1,1,0.015712977072084588,1,4,3,2,4,1
1186,1,1,0.017957688082382385,0,3,1,2,4,0
1187,0,1,0.019454162089247586,1,1,0,1,3,1
1188,1,1,0.016835332577233488,0,3,11,0,9,0
1189,1,1,0.013842384563503089,1,2,8,2,2,0
1190,0,0,0.010849436549772691,0,1,0,1,3,0
1191,1,1,0.02693653212357358,0,3,2,0,7,0
1192,0,1,0.018331806584098685,1,5,2,2,4,1
1193,1,0,0.019454162089247586,1,4,1,1,1,0
1194,0,0,0.01533885857036829,0,1,0,1,1,0
1195,0,1,0.020950636096112786,1,6,0,0,2,1
1196,0,1,0.019080043587531285,1,7,9,2,1,0
1197,1,1,0.021324754597829083,1,4,0,1,2,0
1198,1,1,0.022447110102977983,1,4,0,1,4,0
1199,1,1,0.018705925085814985,1,2,0,2,3,1
1200,0,0,0.01496474006865199,1,1,2,1,1,1
1201,1,1,0.02618829512014098,0,4,1,1,1,0
1202,0,0,0.02731065062528988,1,0,0,1,1,1
1203,0,1,0.033296546652750676,1,0,1,0,3,0
1204,0,1,0.01309414756007049,1,6,5,1,2,1
1205,1,1,0.016835332577233488,1,6,5,2,5,1
1206,0,0,0.009727081044623793,0,6,1,1,2,0
1207,1,1,0.019080043587531285,1,4,0,0,5,0
1208,1,1,0.019454162089247586,0,3,9,2,4,0
1209,1,0,0.015712977072084588,1,1,4,1,2,0
1210,0,0,0.01758356958066609,1,5,9,1,3,0
1211,0,1,0.01533885857036829,1,1,0,1,3,0
1212,1,1,0.019454162089247586,1,1,2,2,4,0
1213,1,1,0.01758356958066609,0,1,0,1,2,0
1214,1,1,0.011597673553205292,0,3,9,2,2,0
1215,1,1,0.011597673553205292,1,4,0,2,2,0
1216,0,0,0.011971792054921592,1,7,0,1,3,1
1217,0,0,0.019080043587531285,0,4,1,1,1,0
1218,1,1,0.01720945107894979,1,1,1,2,4,1
1219,1,0,0.014216503065219389,1,8,8,1,1,0
1220,0,1,0.028058887628722478,1,0,3,0,2,0
1221,1,1,0.02693653212357358,1,1,0,2,2,1
1222,1,1,0.02544005811670838,1,1,2,1,1,1
1223,0,0,0.01234591055663789,0,4,1,1,1,0
1224,0,1,0.02581417661842468,1,4,1,0,2,1
1225,1,1,0.01758356958066609,0,4,1,1,2,0
1226,1,1,0.019828280590963886,1,1,8,1,1,0
1227,1,1,0.014216503065219389,1,4,0,1,2,0
1228,0,0,0.009352962542907493,0,2,0,1,3,1
1229,1,1,0.021324754597829083,1,1,0,2,2,1
1230,0,1,0.01234591055663789,1,4,0,1,5,1
1231,1,1,0.02544005811670838,0,3,1,0,2,0
1232,1,0,0.01309414756007049,1,1,13,1,1,1
1233,1,1,0.01720945107894979,0,4,8,1,1,0
1234,0,0,0.01496474006865199,1,1,0,1,4,0
1235,0,1,0.023195347106410583,1,5,1,1,1,1
1236,0,1,0.016087095573800888,1,4,8,1,1,1
1237,1,1,0.016087095573800888,1,6,5,0,2,0
1238,1,0,0.01496474006865199,1,1,8,1,2,1
1239,0,1,0.017957688082382385,1,6,0,0,2,1
1240,1,1,0.02544005811670838,0,0,2,1,3,0
1241,1,1,0.01309414756007049,1,1,2,1,3,1
1242,0,0,0.009727081044623793,1,8,1,1,5,1
1243,1,1,0.020950636096112786,1,2,0,1,1,0
1244,1,1,0.01533885857036829,1,4,2,2,2,0
1245,0,0,0.01346826606178679,1,8,1,1,2,0
1246,0,0,0.011597673553205292,1,1,0,1,2,0
1247,1,1,0.02544005811670838,1,1,1,1,1,0
1248,1,1,0.01459062156693569,0,4,1,2,4,1
1249,1,1,0.016087095573800888,1,1,8,2,2,1
1250,1,1,0.028807124632155078,1,1,1,0,2,0
1251,1,0,0.011597673553205292,1,8,14,1,4,1
1252,0,0,0.031800072645885476,1,0,0,1,3,0
1253,1,0,0.009727081044623793,1,1,1,1,2,0
1254,0,0,0.01309414756007049,1,1,0,1,1,1
1255,1,0,0.01234591055663789,0,2,2,1,4,0
1256,0,1,0.01496474006865199,1,1,0,1,1,1
1257,1,0,0.01758356958066609,1,6,0,1,3,0
1258,0,1,0.02918124313387138,0,4,3,2,2,0
1259,0,1,0.01720945107894979,1,1,1,2,2,1
1260,0,1,0.01309414756007049,0,1,11,1,2,0
1261,1,1,0.019080043587531285,0,3,9,2,3,0
1262,1,1,0.028807124632155078,0,0,0,1,1,0
1263,0,1,0.016087095573800888,1,2,0,1,1,1
1264,1,0,0.011223555051488992,0,8,8,1,3,0
1265,0,1,0.017957688082382385,1,1,0,2,2,1
1266,1,1,0.009352962542907493,0,3,0,0,3,0
1267,1,1,0.01459062156693569,0,3,2,0,5,1
1268,1,1,0.0071082515326096945,0,3,0,0,3,0
1269,0,1,0.01720945107894979,0,6,9,2,1,0
1270,1,1,0.01533885857036829,0,1,0,2,2,1
1271,1,1,0.018705925085814985,0,1,1,2,5,1
1272,1,1,0.019080043587531285,1,1,1,2,4,1
1273,1,0,0.010849436549772691,1,2,1,1,4,1
1274,1,1,0.01234591055663789,1,3,11,0,9,0
1275,0,1,0.017957688082382385,0,3,9,2,3,1
1276,1,1,0.010475318048056393,0,2,8,1,2,0
1277,0,0,0.010849436549772691,1,1,8,1,1,1
1278,0,1,0.01758356958066609,1,1,0,1,1,1
1279,1,1,0.02693653212357358,0,0,0,0,2,0
1280,1,1,0.022072991601261683,1,1,4,0,4,1
1281,1,1,0.014216503065219389,1,2,11,2,3,0
1282,0,0,0.008230607037758594,0,2,1,1,4,1
1283,1,1,0.018331806584098685,1,1,1,1,1,0
1284,1,0,0.007856488536042294,0,7,7,1,3,1
1285,0,1,0.019454162089247586,1,1,8,2,4,0
1286,0,1,0.033296546652750676,1,0,1,0,2,0
1287,1,0,0.009727081044623793,1,8,0,1,3,1
1288,1,1,0.016835332577233488,1,1,7,1,2,0
1289,0,0,0.01496474006865199,1,4,14,1,1,0
1290,0,0,0.023569465608126883,1,8,3,1,1,1
1291,0,0,0.01496474006865199,0,4,12,1,4,0
1292,1,0,0.019828280590963886,1,4,4,1,1,0
1293,0,1,0.022447110102977983,1,6,4,2,4,1
1294,0,1,0.022072991601261683,1,4,7,2,2,1
1295,1,0,0.023569465608126883,1,1,4,1,1,0
1296,1,1,0.019828280590963886,0,3,0,0,2,1
1297,0,1,0.028433006130438778,1,0,5,0,3,0
1298,0,0,0.010475318048056393,0,8,1,1,2,0
1299,1,0,0.010101199546340093,1,2,0,1,2,0
1300,1,0,0.016087095573800888,1,1,11,1,1,1
1301,1,1,0.021324754597829083,1,4,1,2,4,1
1302,1,1,0.01720945107894979,0,3,0,0,4,0
1303,1,0,0.011971792054921592,0,8,0,1,4,0
1304,1,1,0.019080043587531285,1,1,5,2,3,1
1305,1,1,0.010475318048056393,1,5,13,2,2,1
1306,0,0,0.009352962542907493,0,7,1,1,4,1
1307,1,1,0.014216503065219389,0,1,1,1,2,1
1308,1,1,0.010475318048056393,1,8,9,0,2,1
1309,1,1,0.020950636096112786,1,3,0,0,4,1
1310,1,0,0.009352962542907493,0,7,0,1,3,0
1311,0,0,0.013842384563503089,1,1,7,1,2,1
1312,0,1,0.017957688082382385,1,1,3,1,1,0
1313,1,0,0.017957688082382385,1,1,0,1,1,0
1314,1,1,0.017957688082382385,1,1,0,0,4,1
1315,1,1,0.01459062156693569,1,1,9,2,2,1
1316,1,1,0.01346826606178679,1,1,9,2,2,1
1317,1,0,0.015712977072084588,1,4,2,1,3,1
1318,1,1,0.01459062156693569,0,2,1,0,2,0
1319,0,0,0.010475318048056393,0,3,0,1,1,0
1320,1,1,0.015712977072084588,1,4,0,2,2,0
1321,1,1,0.01309414756007049,1,4,1,1,2,0
1322,0,1,0.016087095573800888,1,2,6,1,1,1
1323,0,0,0.011597673553205292,1,8,1,1,4,0
1324,1,1,0.01533885857036829,1,1,4,2,3,1
1325,0,0,0.021324754597829083,1,2,0,1,2,1
1326,0,1,0.01309414756007049,1,1,0,2,2,1
1327,0,0,0.01496474006865199,0,6,8,1,1,0
1328,1,1,0.03067771714073658,0,0,0,0,2,0
1329,1,1,0.01533885857036829,1,1,1,2,2,1
1330,1,1,0.01346826606178679,1,4,2,2,2,0
1331,1,1,0.008230607037758594,0,2,2,0,9,1
1332,0,1,0.021698873099545383,1,1,0,2,4,1
1333,0,1,0.018705925085814985,1,1,8,2,2,1
1334,0,1,0.01533885857036829,0,7,1,0,5,0
1335,1,1,0.01758356958066609,0,3,0,0,5,1
1336,0,0,0.011223555051488992,1,1,0,1,1,0
1337,1,0,0.01234591055663789,1,1,3,1,5,0
1338,0,1,0.01758356958066609,1,4,1,1,2,1
1339,1,1,0.019454162089247586,1,3,1,2,6,1
1340,0,1,0.01459062156693569,0,1,0,0,3,1
1341,1,1,0.028807124632155078,0,0,0,0,2,0
1342,1,1,0.01309414756007049,1,4,1,2,3,1
1343,0,1,0.015712977072084588,1,6,0,0,4,1
1344,1,0,0.01234591055663789,0,8,1,1,5,1
1345,1,0,0.011971792054921592,0,2,0,1,1,0
1346,0,0,0.019454162089247586,1,1,9,1,1,1
1347,0,1,0.015712977072084588,0,6,0,2,2,0
1348,0,1,0.019454162089247586,1,6,0,2,4,1
1349,1,1,0.015712977072084588,1,1,0,2,3,0
1350,1,1,0.031425954144169176,0,0,0,0,2,0
1351,0,0,0.01459062156693569,1,1,3,1,1,0
1352,1,1,0.022821228604694283,0,7,1,0,2,0
1353,0,1,0.011597673553205292,1,7,7,0,4,0
1354,0,1,0.01533885857036829,0,4,9,0,2,0
1355,1,0,0.010475318048056393,0,4,6,1,3,0
1356,0,1,0.014216503065219389,1,1,1,2,4,1
1357,1,1,0.02581417661842468,1,4,1,0,3,1
1358,0,1,0.033296546652750676,1,0,0,0,2,1
1359,0,0,0.01496474006865199,1,0,1,1,1,0
1360,1,0,0.01234591055663789,1,1,8,1,1,0
1361,1,1,0.01459062156693569,1,2,1,1,2,1
1362,1,1,0.010101199546340093,1,1,6,2,2,1
1363,1,1,0.023195347106410583,0,3,0,0,4,1
1364,1,0,0.010475318048056393,0,7,0,1,6,1
1365,0,0,0.01496474006865199,1,8,8,1,1,0
1366,0,0,0.019828280590963886,1,1,0,1,1,1
1367,0,1,0.02731065062528988,1,0,7,1,2,0
1368,1,1,0.024317702611559484,1,1,1,1,1,0
1369,1,1,0.01459062156693569,1,1,0,2,2,1
1370,1,1,0.033296546652750676,0,0,1,0,2,1
1371,0,1,0.013842384563503089,1,4,0,1,2,1
1372,1,1,0.032922428151034376,0,0,1,1,1,0
1373,0,1,0.017957688082382385,1,2,0,2,2,1
1374,0,0,0.017957688082382385,1,1,0,1,2,1
1375,1,0,0.01459062156693569,1,1,11,1,1,0
1376,0,0,0.010849436549772691,1,8,2,1,8,1
1377,1,1,0.01533885857036829,1,1,4,2,2,0
1378,1,1,0.020950636096112786,1,4,1,2,3,1
1379,0,1,0.020576517594396486,1,4,1,2,5,1
1380,1,1,0.01720945107894979,1,1,1,1,1,1
1381,1,1,0.01346826606178679,1,1,8,2,2,1
1382,1,1,0.01346826606178679,0,1,1,2,4,1
1383,1,0,0.009352962542907493,1,1,2,1,1,0
1384,0,1,0.033296546652750676,0,0,1,0,3,1
1385,1,0,0.01459062156693569,1,4,1,1,2,0
1386,1,1,0.033296546652750676,1,3,3,1,3,0
1387,0,1,0.01758356958066609,1,1,0,1,2,1
1388,0,1,0.01533885857036829,1,1,7,2,2,1
1389,1,1,0.027684769127006178,1,0,1,0,2,0
1390,0,1,0.010475318048056393,1,1,8,1,2,1
1391,0,1,0.015712977072084588,1,2,8,1,1,0
1392,1,1,0.01309414756007049,1,6,0,1,2,1
1393,1,1,0.018705925085814985,1,4,1,2,4,1
1394,1,1,0.01459062156693569,1,4,4,2,4,1
1395,1,1,0.028433006130438778,1,0,0,1,2,0
1396,1,0,0.01346826606178679,0,4,1,1,1,0
1397,1,1,0.01459062156693569,1,4,9,1,2,0
1398,0,0,0.016087095573800888,1,8,1,1,2,0
1399,1,1,0.023569465608126883,1,4,1,0,2,1
1400,0,1,0.03030359863902028,0,0,0,0,2,0
1401,1,1,0.02506593961499208,1,1,0,1,1,1
1402,0,0,0.01346826606178679,1,1,1,1,1,0
1403,0,0,0.011223555051488992,0,4,0,1,3,0
1404,0,1,0.011971792054921592,0,2,1,1,5,0
1405,0,0,0.010101199546340093,1,8,1,1,7,0
1406,0,1,0.02731065062528988,0,0,1,0,2,0
1407,0,1,0.010849436549772691,1,5,0,0,2,0
1408,1,1,0.02731065062528988,1,1,0,1,1,0
1409,1,1,0.015712977072084588,1,1,1,1,2,1
1410,1,1,0.019828280590963886,1,3,1,0,5,0
1411,1,1,0.015712977072084588,1,3,0,0,2,1
1412,0,1,0.018705925085814985,0,1,9,0,2,0
1413,1,1,0.03067771714073658,0,3,0,0,2,1
1414,0,0,0.014216503065219389,1,1,7,1,1,0
1415,1,1,0.014216503065219389,1,2,0,2,5,1
1416,0,0,0.017957688082382385,1,5,1,1,1,1
1417,1,0,0.011597673553205292,0,8,1,1,3,1
1418,0,0,0.013842384563503089,1,1,7,1,4,0
1419,1,1,0.02506593961499208,1,0,1,0,2,1
1420,1,1,0.014216503065219389,1,1,1,1,6,0
1421,0,0,0.01346826606178679,1,6,0,1,1,0
1422,1,1,0.01459062156693569,1,4,9,1,1,0
1423,1,0,0.008230607037758594,0,7,4,1,3,0
1424,1,0,0.011971792054921592,1,2,1,1,2,0
1425,1,0,0.014216503065219389,1,4,1,1,3,0
1426,1,0,0.01533885857036829,0,2,0,1,3,1
1427,1,1,0.022821228604694283,0,3,0,0,2,1
1428,1,1,0.01496474006865199,1,3,0,0,4,1
1429,1,1,0.02693653212357358,1,1,0,1,1,1
1430,0,1,0.01309414756007049,1,6,5,0,3,0
1431,1,0,0.015712977072084588,1,4,0,1,3,0
1432,0,1,0.011223555051488992,0,6,1,1,2,0
1433,1,1,0.01720945107894979,1,1,0,1,1,1
1434,0,1,0.03030359863902028,1,0,7,0,2,1
1435,0,1,0.02469182111327578,0,6,0,0,5,1
1436,0,0,0.011223555051488992,0,4,6,1,1,0
1437,1,1,0.009727081044623793,0,5,9,2,2,0
1438,1,1,0.015712977072084588,0,4,1,1,4,0
1439,1,0,0.01309414756007049,1,1,2,1,2,0
1440,1,1,0.02693653212357358,0,6,0,0,4,1
1441,1,1,0.018331806584098685,1,3,1,1,2,0
1442,0,1,0.033296546652750676,1,0,2,1,1,0
1443,1,1,0.018705925085814985,1,1,1,2,4,1
1444,1,0,0.01459062156693569,1,2,1,1,1,0
1445,1,1,0.014216503065219389,1,3,6,0,3,1
1446,0,0,0.009727081044623793,1,7,0,1,2,0
1447,0,0,0.011597673553205292,1,6,1,1,4,0
1448,1,0,0.019080043587531285,1,1,6,1,1,0
1449,0,0,0.01309414756007049,1,1,12,1,3,0
1450,0,1,0.01720945107894979,1,2,9,0,3,0
1451,1,1,0.019828280590963886,0,4,10,2,3,0
1452,0,1,0.011971792054921592,1,8,8,0,2,0
1453,1,1,0.02581417661842468,0,2,0,2,3,1
1454,1,1,0.022447110102977983,0,6,0,2,2,1
1455,1,1,0.019080043587531285,1,2,1,2,4,1
1456,1,1,0.02693653212357358,0,3,1,0,4,1
1457,0,0,0.016087095573800888,1,1,1,1,2,1
1458,0,1,0.019454162089247586,1,1,1,1,3,0
1459,0,1,0.01309414756007049,1,3,0,1,2,1
1460,1,1,0.009352962542907493,0,4,1,2,2,0
1461,0,1,0.01758356958066609,0,0,0,1,1,0
1462,0,0,0.010475318048056393,1,2,1,1,3,1
1463,0,1,0.011971792054921592,1,5,0,1,3,1
1464,0,0,0.006734133030893395,0,4,1,1,7,1
1465,0,0,0.018331806584098685,1,1,0,1,1,1
1466,1,1,0.018331806584098685,1,4,0,1,4,1
1467,0,0,0.01533885857036829,1,1,1,1,1,0
1468,0,1,0.013842384563503089,1,1,3,2,3,1
1469,0,1,0.01346826606178679,1,1,1,2,3,1
1470,1,0,0.01496474006865199,1,1,7,1,1,0
1471,0,1,0.02731065062528988,0,0,1,0,3,1
1472,1,0,0.010475318048056393,0,2,4,1,1,1
1473,1,0,0.019828280590963886,1,1,2,1,1,0
1474,1,1,0.009352962542907493,0,3,1,0,3,1
1475,1,0,0.013842384563503089,1,4,7,1,1,0
1476,1,1,0.010475318048056393,1,1,0,2,3,0
1477,0,1,0.018705925085814985,1,1,1,0,8,1
1478,0,0,0.01720945107894979,0,2,0,1,2,1
1479,1,1,0.02656241362185728,0,0,0,1,1,0
1480,0,1,0.01496474006865199,1,1,0,2,2,0
1481,0,1,0.027684769127006178,1,0,1,0,2,0
1482,1,1,0.019828280590963886,1,3,1,0,3,1
1483,1,1,0.024317702611559484,1,0,1,0,2,0
1484,1,0,0.01496474006865199,1,1,9,1,3,0
1485,1,1,0.024317702611559484,1,0,0,1,2,0
1486,0,0,0.009727081044623793,1,6,0,1,6,1
1487,1,0,0.01496474006865199,0,4,5,1,1,0
1488,1,1,0.015712977072084588,0,3,1,2,4,1
1489,1,1,0.013842384563503089,1,4,1,1,4,0
1490,0,1,0.01234591055663789,1,8,2,0,1,0
1491,1,1,0.01346826606178679,1,4,5,1,2,0
1492,1,1,0.019828280590963886,1,3,0,0,3,1
1493,0,0,0.01496474006865199,1,2,7,1,1,0
1494,1,1,0.013842384563503089,1,3,9,0,2,0
1495,1,1,0.011597673553205292,0,2,8,1,2,0
1496,0,0,0.01459062156693569,1,1,5,1,3,1
1497,0,0,0.011971792054921592,0,6,9,1,4,0
1498,0,1,0.019454162089247586,1,6,1,2,3,0
1499,0,0,0.022821228604694283,1,4,3,1,1,0
1500,0,1,0.032174191147601776,0,0,8,0,2,1
1501,0,1,0.010849436549772691,1,1,10,1,2,1
1502,0,0,0.019828280590963886,1,6,1,1,1,0
1503,1,0,0.009352962542907493,0,2,9,1,4,0
1504,1,1,0.01234591055663789,1,4,1,1,2,0
1505,1,1,0.014216503065219389,1,1,5,1,7,0
1506,0,1,0.01346826606178679,0,6,0,1,3,1
1507,1,1,0.020576517594396486,1,4,1,2,3,1
1508,0,0,0.01496474006865199,1,4,0,1,1,0
1509,0,1,0.032548309649318076,0,0,1,1,1,0
1510,1,1,0.032174191147601776,0,0,13,1,1,0
1511,1,0,0.013842384563503089,1,1,0,1,1,1
1512,1,1,0.015712977072084588,0,1,7,2,5,1
1513,1,1,0.01533885857036829,1,1,8,1,2,1
1514,0,0,0.011971792054921592,1,1,1,1,2,1
1515,1,1,0.031051835642452875,1,3,0,0,3,1
1516,0,0,0.01309414756007049,1,1,8,1,1,1
1517,1,1,0.020950636096112786,1,1,0,2,3,1
1518,0,0,0.009352962542907493,0,2,1,1,3,1
1519,1,1,0.016087095573800888,1,2,3,2,2,1
1520,1,1,0.01496474006865199,1,1,1,2,5,0
1521,0,1,0.016835332577233488,0,1,4,2,4,1
1522,0,0,0.010475318048056393,1,1,1,1,1,0
1523,0,0,0.01309414756007049,1,1,13,1,2,1
1524,1,0,0.009352962542907493,1,7,8,1,3,0
1525,0,1,0.01758356958066609,1,1,1,1,2,1
1526,1,1,0.011223555051488992,1,1,0,2,2,1
