,ID,Genero,Casado,Age,Graduado,Profesion,Work_Experience,Spending_Score,Family_Size,Categoria_economica
4100,463463,Masculino,Si,32,No,Doctor,0.0,Bajo,2.0,A
4101,465592,Masculino,Si,65,Si,Entretenimiento,1.0,Bajo,1.0,B
4103,466707,Femenino,Si,48,Si,Homemaker,1.0,Bajo,4.0,B
4105,460847,Masculino,No,27,Si,Artista,1.0,Bajo,3.0,A
4106,463222,Femenino,No,36,Si,Personal de salud,2.0,Bajo,,A
4109,467170,Masculino,Si,35,Si,Artista,8.0,Bajo,4.0,A
4112,459594,Femenino,Si,42,Si,Artista,5.0,Bajo,1.0,A
4116,463310,Masculino,Si,60,Si,Entretenimiento,0.0,Bajo,2.0,A
4122,462867,Masculino,Si,28,No,Artista,1.0,Bajo,2.0,A
4125,460067,Femenino,No,39,Si,Entretenimiento,11.0,Bajo,1.0,A
4126,467222,Masculino,Si,74,Si,Entretenimiento,1.0,Promedio,2.0,A
4132,463799,Femenino,No,41,Si,Artista,0.0,Bajo,4.0,B
4133,464259,Masculino,Si,59,Si,Artista,1.0,Promedio,4.0,B
4135,460669,Masculino,,48,Si,Ejecutivo,0.0,Bajo,2.0,B
4137,461216,Femenino,No,43,No,,,Bajo,,A
4138,464298,Masculino,No,26,No,Doctor,1.0,Bajo,1.0,A
4139,465039,Femenino,Si,88,No,Abogado,0.0,Alto,2.0,B
4140,467973,Femenino,Si,66,Si,Ingeniero,0.0,Promedio,3.0,A
4143,463166,Femenino,No,41,Si,Artista,1.0,Bajo,1.0,A
4144,465944,Femenino,Si,36,No,Ingeniero,4.0,Alto,3.0,A
4145,461061,Femenino,No,38,Si,Ingeniero,3.0,Bajo,1.0,B
4147,464756,Femenino,No,25,No,Ingeniero,5.0,Bajo,3.0,B
4148,467366,Masculino,No,42,Si,Artista,,Bajo,1.0,A
4149,464006,Masculino,No,32,No,Personal de salud,0.0,Bajo,5.0,B
4151,466216,Masculino,No,29,No,Entretenimiento,1.0,Bajo,4.0,A
4155,460402,Femenino,Si,50,Si,Doctor,1.0,Bajo,2.0,A
4156,467367,Masculino,Si,70,Si,Abogado,1.0,Bajo,2.0,B
4157,464770,Femenino,No,38,No,Ingeniero,,Bajo,1.0,A
4159,461639,Masculino,Si,60,Si,Artista,0.0,Promedio,2.0,A
4161,462579,Femenino,Si,68,No,Abogado,1.0,Bajo,2.0,B
4162,466976,Masculino,Si,47,Si,Artista,0.0,Bajo,1.0,B
4163,467079,Masculino,Si,40,Si,Artista,1.0,Bajo,2.0,B
4164,467724,Masculino,Si,46,No,Artista,1.0,Alto,3.0,B
4165,459792,Masculino,Si,42,Si,Artista,6.0,Bajo,3.0,A
4166,464789,Femenino,Si,48,Si,Artista,0.0,Promedio,5.0,B
4168,464370,Masculino,Si,65,Si,Entretenimiento,0.0,Promedio,2.0,B
4169,459415,Masculino,No,26,No,Doctor,0.0,Bajo,4.0,A
4173,463695,Femenino,No,30,Si,Doctor,1.0,Bajo,4.0,A
4174,464512,Masculino,Si,43,No,Ejecutivo,8.0,Bajo,3.0,A
4175,467419,Femenino,Si,38,Si,Artista,4.0,Bajo,1.0,B
4177,464124,Femenino,Si,74,Si,Doctor,1.0,Bajo,2.0,B
4179,466194,Masculino,Si,89,No,Abogado,0.0,Bajo,1.0,A
4182,462932,Femenino,Si,37,Si,Homemaker,3.0,Alto,3.0,A
4185,459416,Masculino,No,19,No,Artista,10.0,Bajo,3.0,A
4186,464743,Masculino,Si,45,Si,Entretenimiento,0.0,Promedio,2.0,B
4189,463813,Femenino,No,26,No,Ingeniero,1.0,Bajo,6.0,A
4190,461733,Femenino,Si,43,Si,Artista,0.0,Alto,3.0,B
4193,459596,Femenino,Si,61,Si,Doctor,1.0,Promedio,2.0,B
4197,464503,Masculino,No,25,Si,Artista,9.0,Bajo,3.0,A
4201,462553,Masculino,No,27,No,Artista,1.0,Bajo,1.0,B
4204,463734,Masculino,Si,38,No,Ejecutivo,0.0,Promedio,3.0,A
4206,459193,Masculino,No,38,Si,Artista,1.0,Bajo,1.0,A
4207,462143,Masculino,Si,80,No,Artista,1.0,Bajo,2.0,A
4213,460442,Masculino,Si,37,Si,Entretenimiento,0.0,Promedio,3.0,B
4215,465494,Masculino,Si,41,Si,Doctor,9.0,Promedio,2.0,B
4216,461552,Femenino,Si,38,Si,Artista,,Promedio,2.0,B
4217,459239,Masculino,Si,81,No,Entretenimiento,1.0,Bajo,1.0,A
4219,464759,Femenino,No,38,No,Ingeniero,8.0,Bajo,1.0,A
4221,461802,Masculino,No,37,Si,Artista,1.0,Bajo,4.0,B
4223,461800,Femenino,No,36,Si,Doctor,4.0,Bajo,1.0,B
4224,460933,Femenino,Si,76,Si,Abogado,0.0,Alto,2.0,A
4226,459031,Masculino,Si,43,No,Ejecutivo,1.0,Alto,5.0,B
4228,459101,Masculino,Si,81,No,Abogado,8.0,Bajo,2.0,B
4231,460187,Femenino,No,38,Si,Doctor,4.0,Bajo,3.0,A
4233,459700,Masculino,Si,37,Si,Ejecutivo,0.0,Promedio,5.0,B
4234,464787,Masculino,No,47,No,Entretenimiento,1.0,Bajo,1.0,A
4237,460813,Femenino,Si,86,No,Abogado,1.0,Alto,2.0,A
4238,462698,Femenino,Si,56,Si,Entretenimiento,1.0,Promedio,2.0,A
4239,463344,Masculino,Si,59,Si,Artista,3.0,Promedio,2.0,B
4240,463633,Masculino,Si,33,Si,Doctor,0.0,Promedio,2.0,B
4241,466278,Femenino,No,31,No,,0.0,Bajo,2.0,A
4242,464964,Femenino,Si,71,No,Artista,,Alto,2.0,B
4244,467353,Masculino,Si,26,No,Artista,3.0,Bajo,2.0,A
4246,464553,Masculino,Si,70,Si,Artista,1.0,Bajo,2.0,B
4247,463518,Masculino,Si,30,No,Ejecutivo,5.0,Alto,4.0,A
4249,460788,Femenino,No,30,Si,Doctor,0.0,Bajo,9.0,A
4251,467887,Femenino,No,42,Si,Artista,0.0,Bajo,2.0,B
4252,467743,Masculino,Si,48,No,Ejecutivo,1.0,Alto,4.0,B
4255,467046,Femenino,No,28,No,Doctor,0.0,Bajo,5.0,A
4256,463099,Masculino,Si,85,Si,Abogado,,Bajo,1.0,B
4259,464810,Femenino,No,27,No,Ingeniero,1.0,Bajo,1.0,A
4260,464234,Masculino,Si,68,Si,Entretenimiento,0.0,Bajo,3.0,A
4261,464683,Masculino,Si,52,No,Ingeniero,0.0,Promedio,6.0,B
4265,459780,Femenino,No,42,No,Entretenimiento,1.0,Bajo,3.0,A
4273,466513,Femenino,Si,55,Si,Artista,1.0,Promedio,3.0,B
4275,467160,Masculino,Si,40,No,,0.0,Promedio,2.0,A
4276,464586,Femenino,No,46,Si,Artista,1.0,Bajo,1.0,B
4280,464618,Masculino,,35,Si,Artista,5.0,Bajo,1.0,B
4281,462219,Masculino,Si,59,No,Ejecutivo,0.0,Bajo,5.0,B
4283,459655,Masculino,Si,39,Si,Artista,1.0,Promedio,3.0,B
4291,463842,Femenino,Si,48,Si,Ingeniero,0.0,Alto,4.0,B
4293,467034,Masculino,Si,89,No,Ejecutivo,0.0,Alto,2.0,A
4296,464203,Masculino,No,56,Si,Artista,2.0,Bajo,1.0,B
4297,462373,Masculino,Si,36,Si,Entretenimiento,9.0,Alto,3.0,B
4298,465364,Femenino,No,38,Si,Doctor,5.0,Bajo,5.0,A
4302,461141,Masculino,Si,55,No,Homemaker,2.0,Bajo,1.0,A
4303,465297,Masculino,Si,88,No,,,Alto,3.0,A
4304,467282,Femenino,Si,43,Si,Artista,4.0,Promedio,2.0,A
4306,464670,Masculino,Si,42,No,Entretenimiento,0.0,Promedio,4.0,B
4309,461136,Masculino,No,59,Si,Artista,1.0,Bajo,1.0,B
4311,461956,Femenino,No,31,Si,Artista,2.0,Bajo,,A
4312,460283,Masculino,Si,43,Si,Doctor,14.0,Bajo,2.0,A
4315,461234,Femenino,No,53,Si,Artista,3.0,Bajo,,A
4318,461874,Masculino,Si,48,Si,Doctor,0.0,Promedio,3.0,A
4320,466868,Masculino,No,26,Si,Doctor,4.0,Bajo,3.0,A
4324,464748,Femenino,Si,52,No,Ingeniero,9.0,Promedio,5.0,B
4327,459153,Femenino,Si,75,Si,,0.0,Alto,2.0,B
4328,467562,Masculino,Si,71,Si,Ejecutivo,0.0,Alto,3.0,A
4329,465168,Femenino,Si,59,No,Entretenimiento,8.0,Promedio,2.0,B
4330,459162,Femenino,Si,85,Si,Abogado,0.0,Alto,2.0,A
4332,465576,Masculino,Si,43,No,Ejecutivo,4.0,Promedio,5.0,A
4333,464474,Femenino,No,52,Si,Artista,1.0,Bajo,1.0,A
4335,465169,Femenino,No,59,Si,Doctor,0.0,Bajo,4.0,B
4337,462580,Femenino,No,39,Si,Artista,0.0,Bajo,1.0,B
4338,467313,Masculino,Si,39,Si,Entretenimiento,1.0,Promedio,2.0,B
4339,460400,Femenino,Si,46,Si,Entretenimiento,5.0,Bajo,2.0,A
4342,465862,Femenino,,50,Si,Artista,8.0,Promedio,1.0,A
4343,462972,Femenino,Si,62,Si,Artista,1.0,Bajo,1.0,B
4351,465515,Femenino,Si,47,Si,Artista,1.0,Alto,6.0,B
4352,460883,Masculino,Si,68,Si,Artista,0.0,Alto,2.0,B
4356,467186,Masculino,Si,38,Si,Entretenimiento,2.0,Promedio,3.0,B
4361,462787,Femenino,No,29,No,Artista,1.0,Bajo,1.0,A
4365,464340,Masculino,Si,67,Si,Artista,1.0,Alto,2.0,B
4366,461872,Femenino,Si,77,Si,Abogado,0.0,Alto,2.0,B
4367,459746,Masculino,,56,Si,Artista,1.0,Promedio,2.0,B
4368,466274,Masculino,Si,69,Si,Ejecutivo,0.0,Bajo,,A
4370,467423,Masculino,Si,61,Si,Artista,0.0,Bajo,1.0,B
4371,463865,Masculino,Si,46,Si,Artista,0.0,Promedio,5.0,B
4375,462993,Masculino,Si,30,No,Artista,,Promedio,3.0,B
4377,466389,Femenino,Si,47,Si,Ingeniero,0.0,Promedio,2.0,A
4382,466949,Masculino,Si,39,No,Ejecutivo,12.0,Alto,7.0,B
4384,464845,Masculino,Si,30,No,Ingeniero,1.0,Promedio,3.0,A
4386,466817,Femenino,Si,81,No,Abogado,0.0,Alto,2.0,B
4387,466436,Masculino,Si,42,No,Doctor,0.0,Promedio,3.0,B
4388,467974,Femenino,No,43,Si,Artista,1.0,Bajo,1.0,B
4390,467463,Femenino,Si,39,Si,Artista,8.0,Promedio,3.0,B
4392,459371,Masculino,Si,35,Si,,,Bajo,2.0,A
4394,466094,Femenino,No,31,No,Personal de salud,0.0,Bajo,3.0,B
4395,461451,Femenino,No,28,Si,Ingeniero,1.0,Bajo,6.0,A
4396,460473,Masculino,Si,58,Si,Artista,0.0,Promedio,2.0,B
4398,466745,Femenino,Si,36,Si,Homemaker,0.0,Promedio,2.0,B
4399,460124,Femenino,No,43,Si,Artista,1.0,Bajo,3.0,A
4400,459910,Masculino,Si,69,Si,Artista,1.0,Bajo,2.0,B
4401,464082,Masculino,Si,77,Si,Abogado,0.0,Bajo,1.0,A
4403,465188,Femenino,Si,50,Si,Artista,1.0,Promedio,4.0,B
4409,461518,Femenino,Si,46,Si,Artista,0.0,Promedio,4.0,B
4410,464848,Masculino,Si,35,No,Entretenimiento,1.0,Promedio,4.0,B
4411,460715,Femenino,Si,86,No,Abogado,0.0,Alto,2.0,A
4412,466963,Masculino,No,63,No,Entretenimiento,7.0,Bajo,1.0,A
4413,466508,Femenino,Si,40,Si,Artista,9.0,Promedio,5.0,B
4414,460125,Femenino,Si,55,Si,Artista,10.0,Bajo,1.0,B
4415,462325,Masculino,No,37,Si,Personal de salud,1.0,Bajo,4.0,B
4416,461537,Masculino,No,31,Si,Artista,0.0,Bajo,1.0,B
4418,463559,Femenino,Si,48,Si,Ingeniero,1.0,Alto,3.0,B
4419,464330,Masculino,No,38,Si,Artista,,Bajo,2.0,A
4421,463160,Femenino,No,48,No,Entretenimiento,,Bajo,1.0,B
4422,467736,Femenino,Si,79,Si,Abogado,4.0,Alto,,B
4423,466104,Masculino,Si,81,Si,Abogado,1.0,Bajo,1.0,B
4426,466724,Masculino,No,38,Si,Artista,0.0,Bajo,2.0,B
4427,463062,Femenino,Si,37,Si,Artista,,Promedio,3.0,B
4428,467881,Femenino,No,33,Si,Artista,10.0,Bajo,1.0,A
4429,462578,Masculino,Si,38,Si,Artista,8.0,Promedio,2.0,B
4430,459177,Femenino,Si,39,Si,Artista,1.0,Promedio,4.0,A
4434,462122,Masculino,Si,42,No,Entretenimiento,6.0,Bajo,3.0,B
4436,466074,Femenino,No,29,No,Ingeniero,9.0,Bajo,2.0,A
4437,461528,Femenino,No,33,Si,Ingeniero,1.0,Bajo,2.0,A
4438,464375,Femenino,Si,63,Si,Artista,1.0,Bajo,2.0,B
4444,465124,Femenino,Si,29,Si,Personal de salud,6.0,Promedio,2.0,A
4446,465581,Masculino,Si,38,Si,Artista,0.0,Bajo,4.0,A
4449,464958,Femenino,Si,42,No,Ingeniero,1.0,Promedio,6.0,B
4451,462268,Femenino,Si,77,Si,Abogado,6.0,Alto,2.0,B
4453,463816,Masculino,Si,53,Si,Personal de salud,3.0,Alto,4.0,B
4454,461712,Femenino,Si,42,Si,Artista,1.0,Bajo,2.0,A
4455,461846,Femenino,No,72,Si,Artista,1.0,Bajo,2.0,B
4460,463181,Masculino,Si,48,Si,Doctor,5.0,Promedio,3.0,B
4464,464071,Masculino,Si,82,Si,Abogado,0.0,Alto,2.0,B
4465,464202,Masculino,Si,40,Si,Artista,14.0,Bajo,1.0,A
4467,463453,Masculino,No,27,Si,Personal de salud,,Bajo,4.0,B
4468,466795,Masculino,,55,Si,Entretenimiento,,Promedio,5.0,B
4472,460579,Femenino,Si,38,No,Ingeniero,0.0,Promedio,5.0,A
4474,460321,Masculino,Si,25,Si,Artista,3.0,Promedio,2.0,B
4475,464537,Masculino,Si,41,Si,Artista,8.0,Promedio,3.0,A
4476,463335,Masculino,No,27,Si,Doctor,,Bajo,1.0,A
4478,466126,Femenino,Si,57,No,Ingeniero,0.0,Bajo,1.0,B
4480,462232,Masculino,Si,56,No,Ejecutivo,1.0,Alto,8.0,A
4482,459543,Masculino,Si,70,No,Ejecutivo,1.0,Alto,2.0,A
4485,466930,Masculino,No,31,No,Personal de salud,2.0,Bajo,2.0,A
4488,463246,Femenino,Si,38,No,Ingeniero,9.0,Bajo,2.0,A
4492,463283,Femenino,No,48,Si,Artista,1.0,Bajo,1.0,B
4495,462496,Masculino,Si,45,No,Artista,1.0,Promedio,3.0,A
4498,460757,Femenino,Si,28,No,Homemaker,9.0,Alto,3.0,A
4500,466546,Femenino,Si,69,Si,Abogado,1.0,Alto,2.0,B
4502,464830,Masculino,,47,,Ejecutivo,1.0,Promedio,5.0,B
4506,462512,Femenino,Si,28,No,Entretenimiento,,Promedio,2.0,A
4508,464216,Masculino,Si,51,Si,Artista,,Alto,3.0,A
4509,463279,Masculino,No,27,No,Entretenimiento,0.0,Bajo,3.0,A
4511,462308,Masculino,Si,30,Si,Personal de salud,1.0,Alto,2.0,B
4514,459786,Masculino,Si,57,No,Marketing,1.0,Alto,3.0,A
4518,466979,Femenino,Si,39,Si,Homemaker,,Bajo,1.0,A
4520,465605,Femenino,Si,52,Si,Ingeniero,4.0,Bajo,1.0,B
4522,463481,Femenino,Si,37,Si,Artista,,Promedio,3.0,B
4526,465456,Femenino,Si,59,Si,Artista,3.0,Alto,5.0,B
4528,466041,Femenino,Si,52,,Ingeniero,1.0,Bajo,1.0,A
4529,464285,Femenino,No,25,Si,Artista,9.0,Bajo,1.0,B
4531,465199,Masculino,Si,32,Si,Entretenimiento,1.0,Bajo,2.0,A
4535,466180,Masculino,Si,70,No,Abogado,0.0,Bajo,1.0,B
4539,462811,Masculino,Si,37,Si,Marketing,,Alto,2.0,B
4540,459220,Femenino,Si,77,Si,Abogado,1.0,Alto,2.0,A
4543,464959,Femenino,Si,40,Si,Ingeniero,1.0,Promedio,6.0,B
4544,460537,Femenino,No,33,Si,Artista,0.0,Bajo,3.0,A
4550,461686,Masculino,Si,59,Si,Artista,1.0,Bajo,2.0,B
4552,460487,Femenino,No,42,No,Homemaker,,Bajo,1.0,B
4553,462947,Femenino,Si,46,Si,Artista,1.0,Bajo,1.0,B
4554,463875,Masculino,Si,53,Si,Entretenimiento,1.0,Bajo,3.0,A
4555,459704,Masculino,Si,41,Si,Artista,1.0,Promedio,3.0,B
4557,464978,Masculino,Si,62,No,Ejecutivo,0.0,Alto,2.0,B
4559,465191,Femenino,No,58,Si,Ingeniero,1.0,Bajo,1.0,A
4560,459459,Masculino,Si,36,Si,Artista,4.0,Bajo,1.0,A
4564,466882,Masculino,No,36,Si,Artista,0.0,Bajo,,A
4571,462470,Masculino,Si,80,Si,Ejecutivo,3.0,Bajo,1.0,B
4572,460805,Masculino,No,36,Si,Personal de salud,8.0,Bajo,4.0,A
4574,463244,Femenino,Si,45,No,Doctor,1.0,Bajo,1.0,B
4578,467847,Masculino,Si,41,Si,Artista,8.0,Alto,2.0,A
4579,462243,Masculino,Si,43,No,Ejecutivo,1.0,Bajo,4.0,A
4588,460892,Masculino,Si,43,Si,Ingeniero,,Promedio,4.0,A
4589,459852,Masculino,No,40,Si,Artista,7.0,Bajo,1.0,A
4593,460739,Masculino,Si,41,Si,Ejecutivo,,Alto,5.0,A
4594,459217,Femenino,Si,60,No,Abogado,1.0,Promedio,3.0,B
4597,460455,Femenino,Si,28,Si,Homemaker,9.0,Promedio,2.0,B
4599,459386,Masculino,Si,70,No,Abogado,0.0,Alto,2.0,B
4602,461538,Femenino,No,38,Si,Artista,8.0,Bajo,8.0,B
4604,459859,Femenino,Si,28,No,Doctor,9.0,Bajo,1.0,A
4605,466252,Femenino,Si,73,No,Ejecutivo,0.0,Bajo,3.0,B
4606,462240,Masculino,Si,84,No,Abogado,1.0,Alto,2.0,A
4608,466293,Masculino,Si,79,No,Abogado,0.0,Alto,2.0,B
4610,464422,Masculino,No,59,No,Entretenimiento,,Bajo,1.0,A
4611,461517,Masculino,Si,42,Si,Artista,0.0,Promedio,3.0,B
4612,466763,Masculino,Si,55,Si,Homemaker,0.0,Bajo,4.0,B
4613,460822,Masculino,Si,41,Si,Artista,0.0,Bajo,2.0,A
4614,460957,Masculino,Si,48,Si,Entretenimiento,1.0,Bajo,,B
4616,459843,Masculino,Si,52,No,Artista,,Promedio,6.0,B
4618,460045,Masculino,Si,56,Si,Artista,0.0,Bajo,2.0,B
4621,459764,Masculino,Si,48,Si,Artista,1.0,Promedio,2.0,B
4622,466664,Femenino,Si,47,Si,Doctor,1.0,Promedio,2.0,A
4623,464867,Femenino,Si,47,Si,Doctor,1.0,Promedio,2.0,B
4625,463768,Femenino,Si,38,No,Ingeniero,1.0,Bajo,1.0,A
4627,467639,Masculino,Si,50,Si,Entretenimiento,0.0,Promedio,4.0,B
4628,464760,Femenino,Si,52,No,Ingeniero,6.0,Promedio,4.0,B
4629,464986,Masculino,Si,67,No,Abogado,,Alto,2.0,A
4634,460460,Masculino,Si,27,No,Entretenimiento,4.0,Bajo,4.0,B
4635,467202,Masculino,Si,22,No,Doctor,1.0,Bajo,4.0,A
4641,459343,Femenino,Si,40,Si,Entretenimiento,12.0,Bajo,6.0,A
4643,465473,Femenino,No,55,Si,Artista,3.0,Bajo,1.0,A
4644,466887,Masculino,Si,36,Si,Entretenimiento,1.0,Bajo,3.0,A
4645,463682,Masculino,Si,41,Si,Artista,12.0,Promedio,2.0,B
4646,460963,Femenino,No,32,Si,Artista,0.0,Bajo,3.0,B
4648,463883,Masculino,No,30,No,Personal de salud,0.0,Bajo,2.0,B
4650,464251,Masculino,Si,65,Si,Artista,0.0,Promedio,4.0,B
4651,463843,Masculino,Si,49,Si,Ejecutivo,0.0,Alto,4.0,A
4654,463130,Femenino,Si,78,No,Abogado,1.0,Alto,2.0,B
4658,463512,Femenino,No,30,No,Ingeniero,0.0,Bajo,3.0,B
4665,463760,Femenino,No,27,No,Doctor,1.0,Bajo,,A
4666,461717,Femenino,No,26,Si,Personal de salud,0.0,Bajo,4.0,A
4670,459876,Femenino,Si,67,Si,Artista,1.0,Promedio,2.0,B
4672,461869,Masculino,Si,87,Si,Abogado,0.0,Bajo,1.0,B
4674,462962,Femenino,Si,37,Si,Artista,4.0,Bajo,1.0,A
4675,465869,Masculino,No,42,Si,Doctor,1.0,Bajo,1.0,A
4681,459271,Femenino,No,55,Si,Artista,1.0,Bajo,1.0,A
4683,463802,Femenino,No,39,Si,Ingeniero,1.0,Bajo,3.0,B
4685,462919,Femenino,Si,37,No,Homemaker,13.0,Promedio,3.0,A
4689,467956,Femenino,No,31,Si,Entretenimiento,1.0,Bajo,1.0,B
4690,467024,Masculino,Si,40,Si,Entretenimiento,9.0,Promedio,5.0,B
4693,460355,Femenino,No,40,Si,Entretenimiento,5.0,Bajo,1.0,A
4698,464969,Femenino,Si,65,No,Abogado,0.0,Alto,9.0,A
4699,461769,Masculino,No,40,Si,Artista,0.0,Bajo,1.0,B
4702,467116,Masculino,Si,73,Si,Ejecutivo,1.0,Alto,2.0,B
4703,462140,Femenino,Si,67,No,Ingeniero,,Promedio,4.0,A
4705,460740,Masculino,Si,38,Si,Artista,4.0,Promedio,3.0,B
4710,463242,Femenino,No,26,No,Ingeniero,5.0,Bajo,2.0,A
4711,466833,Masculino,Si,58,Si,Artista,7.0,Bajo,2.0,B
4714,461279,Masculino,No,18,No,Doctor,4.0,Bajo,2.0,A
4718,467188,Masculino,Si,55,Si,Artista,2.0,Bajo,2.0,B
4721,459732,Masculino,Si,72,Si,Ejecutivo,1.0,Alto,5.0,A
4723,461459,Femenino,Si,35,Si,Artista,0.0,Bajo,3.0,A
4724,460429,Femenino,No,32,Si,Ingeniero,9.0,Bajo,1.0,A
4726,466552,Masculino,Si,19,No,Entretenimiento,1.0,Bajo,2.0,A
4729,462674,Femenino,Si,51,Si,Homemaker,12.0,Promedio,4.0,B
4731,465684,Femenino,No,47,Si,Entretenimiento,0.0,Bajo,1.0,A
4732,465492,Masculino,Si,61,No,Entretenimiento,1.0,Bajo,1.0,A
4736,459397,Masculino,Si,59,Si,Artista,3.0,Promedio,2.0,B
4737,460888,Masculino,Si,42,No,Homemaker,8.0,Bajo,1.0,A
4738,460272,Femenino,No,86,Si,Abogado,1.0,Bajo,1.0,A
4740,462530,Femenino,Si,37,Si,Artista,,Alto,2.0,A
4741,462227,Masculino,Si,49,No,Ejecutivo,3.0,Alto,5.0,B
4742,459684,Masculino,Si,52,Si,Entretenimiento,,Promedio,3.0,B
4748,467592,Masculino,Si,43,Si,Entretenimiento,7.0,Bajo,2.0,A
4750,465908,Femenino,No,50,No,Ingeniero,1.0,Bajo,1.0,A
4753,467075,Femenino,Si,31,No,Homemaker,9.0,Promedio,2.0,A
4754,462087,Femenino,No,31,Si,Personal de salud,9.0,Bajo,3.0,A
4755,462522,Masculino,Si,41,No,Ejecutivo,1.0,Promedio,5.0,B
4756,459615,Masculino,Si,84,No,Abogado,1.0,Bajo,1.0,A
4761,466443,Femenino,Si,68,Si,Artista,4.0,Bajo,2.0,B
4762,463975,Femenino,No,30,No,Personal de salud,8.0,Bajo,4.0,B
4769,462045,Femenino,No,46,Si,Artista,9.0,Bajo,1.0,B
4773,460089,Femenino,Si,65,Si,Artista,13.0,Bajo,1.0,B
4774,459336,Masculino,Si,26,Si,Artista,6.0,Promedio,2.0,A
4777,463905,Femenino,Si,27,Si,Ingeniero,0.0,Promedio,4.0,A
4781,465445,Femenino,No,27,Si,Homemaker,6.0,Bajo,7.0,B
4783,463661,Femenino,Si,51,Si,Doctor,1.0,Promedio,4.0,B
4786,467107,Masculino,Si,36,Si,Ingeniero,1.0,Promedio,3.0,B
4787,461683,Masculino,Si,43,Si,Ejecutivo,1.0,Alto,4.0,B
4789,466894,Masculino,No,51,Si,Artista,0.0,Bajo,3.0,B
4790,460005,Masculino,No,43,Si,Ingeniero,0.0,Bajo,1.0,A
4792,463120,Femenino,No,37,Si,Entretenimiento,1.0,Bajo,1.0,A
4795,461976,Femenino,Si,37,Si,Entretenimiento,5.0,Promedio,2.0,B
4796,460885,Masculino,Si,53,No,Artista,8.0,Promedio,3.0,B
4799,465982,Masculino,Si,41,Si,Entretenimiento,0.0,Promedio,4.0,B
4802,463881,Femenino,Si,37,No,Ingeniero,0.0,Promedio,5.0,B
4803,462247,Femenino,Si,42,No,Artista,1.0,Alto,4.0,B
4806,466458,Masculino,No,33,No,Ejecutivo,5.0,Bajo,2.0,A
4807,465830,Femenino,Si,52,No,,7.0,Promedio,7.0,A
4808,462889,Masculino,Si,33,No,Ejecutivo,,Alto,4.0,B
4810,462101,Masculino,Si,53,Si,Artista,,Promedio,3.0,A
4817,465062,Masculino,Si,56,No,Ejecutivo,0.0,Alto,4.0,B
4819,466957,Masculino,Si,35,No,Entretenimiento,8.0,Promedio,4.0,A
4820,463298,Masculino,Si,50,No,Entretenimiento,0.0,Bajo,2.0,A
4821,461155,Femenino,Si,51,Si,Artista,3.0,Bajo,2.0,B
4824,464469,Femenino,No,50,Si,Artista,9.0,Bajo,1.0,B
4825,459710,Masculino,Si,61,Si,Artista,,Bajo,1.0,B
4829,466158,Femenino,Si,47,Si,Ingeniero,0.0,Bajo,4.0,B
4832,463982,Femenino,No,25,Si,Personal de salud,,Bajo,2.0,A
4833,467546,Femenino,No,28,No,Personal de salud,1.0,Bajo,4.0,B
4834,464861,Masculino,No,32,No,Homemaker,,Bajo,2.0,B
4836,467447,Femenino,Si,37,Si,Ingeniero,,Promedio,3.0,B
4837,461373,Masculino,No,53,Si,Artista,1.0,Bajo,1.0,B
4838,464587,Femenino,Si,49,Si,Artista,1.0,Bajo,2.0,A
4840,464333,Masculino,Si,60,Si,Ejecutivo,0.0,Alto,3.0,B
4843,461161,Masculino,No,48,Si,Entretenimiento,1.0,Bajo,2.0,A
4844,467860,Femenino,No,33,Si,Entretenimiento,0.0,Bajo,1.0,B
4845,462409,Femenino,Si,26,No,Ingeniero,7.0,Bajo,2.0,A
4849,460512,Femenino,Si,43,Si,Ingeniero,0.0,Alto,4.0,A
4856,463708,Femenino,Si,28,No,Ingeniero,1.0,Promedio,2.0,A
4857,461405,Masculino,No,39,Si,Artista,1.0,Bajo,1.0,B
4859,464409,Femenino,Si,81,Si,Abogado,0.0,Promedio,2.0,A
4861,464628,Masculino,Si,32,Si,Artista,5.0,Promedio,2.0,A
4862,460447,Masculino,,79,No,Abogado,0.0,Bajo,1.0,A
4863,466754,Femenino,Si,41,Si,Artista,1.0,Promedio,3.0,B
4867,466507,Masculino,Si,51,Si,Entretenimiento,1.0,Promedio,5.0,B
4869,462930,Femenino,Si,55,Si,Homemaker,13.0,Promedio,3.0,B
4870,465125,Femenino,No,39,Si,Artista,9.0,Bajo,1.0,A
4871,464127,Femenino,No,33,Si,Personal de salud,1.0,Bajo,5.0,B
4872,462164,Femenino,Si,62,Si,Artista,9.0,Bajo,1.0,B
4873,463949,Masculino,Si,51,No,Ejecutivo,0.0,Alto,4.0,B
4880,467325,Femenino,Si,72,Si,Abogado,1.0,Alto,2.0,B
4881,462017,Masculino,No,25,Si,Entretenimiento,9.0,Bajo,1.0,A
4884,461511,Masculino,Si,35,No,Doctor,9.0,Bajo,2.0,B
4885,464095,Femenino,Si,31,Si,Ingeniero,1.0,Bajo,2.0,A
4886,460096,Femenino,Si,78,No,Abogado,1.0,Bajo,1.0,A
4887,462129,Femenino,No,41,Si,Artista,9.0,Bajo,1.0,B
4889,463699,Femenino,Si,41,Si,Marketing,9.0,Bajo,3.0,B
4891,459980,Masculino,No,40,No,Ingeniero,1.0,Bajo,2.0,A
4892,467115,Masculino,Si,89,Si,Abogado,0.0,Bajo,2.0,B
